ID,dia,tavg,tmin,tmax,insolacion,precipitacion,pmax,pmin,observatorio
2235,2021-05-31,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2236,2021-06-01,-999,-999,-999,-999,"4,6",-999,-999,CASTELLÓ DE LA PLANA
2237,2021-06-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2238,2021-06-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2239,2021-06-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2240,2021-06-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2241,2021-06-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2242,2021-06-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2243,2021-06-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2244,2021-06-09,-999,-999,-999,-999,"0,4",-999,-999,CASTELLÓ DE LA PLANA
2245,2021-06-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2246,2021-06-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2247,2021-06-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2248,2021-06-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2249,2021-06-14,-999,-999,-999,-999,"0,3",-999,-999,CASTELLÓ DE LA PLANA
2250,2021-06-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2251,2021-06-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2252,2021-06-17,-999,-999,-999,-999,"17,8",-999,-999,CASTELLÓ DE LA PLANA
2253,2021-06-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2254,2021-06-19,-999,-999,-999,-999,"6,2",-999,-999,CASTELLÓ DE LA PLANA
2255,2021-06-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2256,2021-06-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2257,2021-06-22,-999,-999,-999,-999,"7,4",-999,-999,CASTELLÓ DE LA PLANA
2258,2021-06-23,-999,-999,-999,-999,"4,4",-999,-999,CASTELLÓ DE LA PLANA
2259,2021-06-24,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2260,2021-06-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2261,2021-06-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2262,2021-06-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2263,2021-06-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2264,2021-06-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2265,2021-06-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2266,2021-07-01,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2267,2021-07-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2268,2021-07-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2269,2021-07-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2270,2021-07-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2271,2021-07-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2272,2021-07-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2273,2021-07-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2274,2021-07-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2275,2021-07-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2276,2021-07-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2277,2021-07-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2278,2021-07-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2279,2021-07-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2280,2021-07-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2281,2021-07-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2282,2021-07-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2283,2021-07-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2284,2021-07-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2285,2021-07-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2286,2021-07-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2287,2021-07-22,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2288,2021-07-23,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2289,2021-07-24,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2290,2021-07-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2291,2021-07-26,-999,-999,-999,-999,"7,6",-999,-999,CASTELLÓ DE LA PLANA
2292,2021-07-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2293,2021-07-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2294,2021-07-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2295,2021-07-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2296,2021-07-31,-999,-999,-999,-999,"9,7",-999,-999,CASTELLÓ DE LA PLANA
2297,2021-08-01,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2298,2021-08-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2299,2021-08-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2300,2021-08-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2301,2021-08-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2302,2021-08-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2303,2021-08-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2304,2021-08-08,-999,-999,-999,-999,"0,4",-999,-999,CASTELLÓ DE LA PLANA
2305,2021-08-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2306,2021-08-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2307,2021-08-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2308,2021-08-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2309,2021-08-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2310,2021-08-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2311,2021-08-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2312,2021-08-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2313,2021-08-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2314,2021-08-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2315,2021-08-19,-999,-999,-999,-999,"10,0",-999,-999,CASTELLÓ DE LA PLANA
2316,2021-08-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2317,2021-08-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2318,2021-08-22,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2319,2021-08-23,-999,-999,-999,-999,"1,9",-999,-999,CASTELLÓ DE LA PLANA
2320,2021-08-24,-999,-999,-999,-999,"2,8",-999,-999,CASTELLÓ DE LA PLANA
2321,2021-08-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2322,2021-08-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2323,2021-08-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2324,2021-08-28,-999,-999,-999,-999,"6,5",-999,-999,CASTELLÓ DE LA PLANA
2325,2021-08-29,-999,-999,-999,-999,"51,0",-999,-999,CASTELLÓ DE LA PLANA
2326,2021-08-30,-999,-999,-999,-999,"1,4",-999,-999,CASTELLÓ DE LA PLANA
2327,2021-08-31,-999,-999,-999,-999,"2,0",-999,-999,CASTELLÓ DE LA PLANA
2328,2021-09-01,-999,-999,-999,-999,"41,0",-999,-999,CASTELLÓ DE LA PLANA
2329,2021-09-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2330,2021-09-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2331,2021-09-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2332,2021-09-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2333,2021-09-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2334,2021-09-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2335,2021-09-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2336,2021-09-09,-999,-999,-999,-999,"1,2",-999,-999,CASTELLÓ DE LA PLANA
2337,2021-09-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2338,2021-09-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2339,2021-09-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2340,2021-09-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2341,2021-09-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2342,2021-09-15,-999,-999,-999,-999,"9,8",-999,-999,CASTELLÓ DE LA PLANA
2343,2021-09-16,-999,-999,-999,-999,"1,7",-999,-999,CASTELLÓ DE LA PLANA
2344,2021-09-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2345,2021-09-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2346,2021-09-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2347,2021-09-20,-999,-999,-999,-999,"5,2",-999,-999,CASTELLÓ DE LA PLANA
2348,2021-09-21,-999,-999,-999,-999,"10,6",-999,-999,CASTELLÓ DE LA PLANA
2349,2021-09-22,-999,-999,-999,-999,"0,5",-999,-999,CASTELLÓ DE LA PLANA
2350,2021-09-23,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2351,2021-09-24,-999,-999,-999,-999,"2,4",-999,-999,CASTELLÓ DE LA PLANA
2352,2021-09-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2353,2021-09-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2354,2021-09-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2355,2021-09-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2356,2021-09-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2357,2021-09-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2358,2021-10-01,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2359,2021-10-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2360,2021-10-03,-999,-999,-999,-999,"5,0",-999,-999,CASTELLÓ DE LA PLANA
2361,2021-10-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2362,2021-10-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2363,2021-10-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2364,2021-10-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2365,2021-10-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2366,2021-10-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2367,2021-10-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2368,2021-10-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2369,2021-10-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2370,2021-10-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2371,2021-10-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2372,2021-10-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2373,2021-10-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2374,2021-10-17,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2375,2021-10-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2376,2021-10-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2377,2021-10-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2378,2021-10-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2379,2021-10-22,-999,-999,-999,-999,"0,4",-999,-999,CASTELLÓ DE LA PLANA
2380,2021-10-23,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2381,2021-10-24,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2382,2021-10-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2383,2021-10-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2384,2021-10-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2385,2021-10-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2386,2021-10-29,-999,-999,-999,-999,"6,2",-999,-999,CASTELLÓ DE LA PLANA
2387,2021-10-30,-999,-999,-999,-999,"2,1",-999,-999,CASTELLÓ DE LA PLANA
2388,2021-10-31,-999,-999,-999,-999,"0,4",-999,-999,CASTELLÓ DE LA PLANA
2389,2021-11-01,-999,-999,-999,-999,Ip,-999,-999,CASTELLÓ DE LA PLANA
2390,2021-11-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2391,2021-11-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2392,2021-11-04,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2393,2021-11-05,-999,-999,-999,-999,Ip,-999,-999,CASTELLÓ DE LA PLANA
2394,2021-11-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2395,2021-11-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2396,2021-11-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2397,2021-11-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2398,2021-11-10,-999,-999,-999,-999,"0,8",-999,-999,CASTELLÓ DE LA PLANA
2399,2021-11-11,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2400,2021-11-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2401,2021-11-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2402,2021-11-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2403,2021-11-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2404,2021-11-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2405,2021-11-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2406,2021-11-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2407,2021-11-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2408,2021-11-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2409,2021-11-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2410,2021-11-22,-999,-999,-999,-999,"27,2",-999,-999,CASTELLÓ DE LA PLANA
2411,2021-11-23,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2412,2021-11-24,-999,-999,-999,-999,"15,0",-999,-999,CASTELLÓ DE LA PLANA
2413,2021-11-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2414,2021-11-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2415,2021-11-27,-999,-999,-999,-999,"0,6",-999,-999,CASTELLÓ DE LA PLANA
2416,2021-11-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2417,2021-11-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2418,2021-11-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2419,2021-12-01,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2420,2021-12-02,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2421,2021-12-03,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2422,2021-12-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2423,2021-12-05,-999,-999,-999,-999,Ip,-999,-999,CASTELLÓ DE LA PLANA
2424,2021-12-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2425,2021-12-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2426,2021-12-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2427,2021-12-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2428,2021-12-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2429,2021-12-11,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2430,2021-12-12,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2431,2021-12-13,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2432,2021-12-14,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2433,2021-12-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2434,2021-12-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2435,2021-12-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2436,2021-12-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2437,2021-12-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2438,2021-12-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2439,2021-12-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2440,2021-12-22,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2441,2021-12-23,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2442,2021-12-24,-999,-999,-999,-999,"1,0",-999,-999,CASTELLÓ DE LA PLANA
2443,2021-12-25,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2444,2021-12-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2445,2021-12-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2446,2021-12-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2447,2021-12-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2448,2021-12-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2449,2021-12-31,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2450,2022-01-01,-999,-999,-999,-999,Ip,-999,-999,CASTELLÓ DE LA PLANA
2451,2022-01-02,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2452,2022-01-03,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2453,2022-01-04,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2454,2022-01-05,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2455,2022-01-06,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2456,2022-01-07,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2457,2022-01-08,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2458,2022-01-09,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2459,2022-01-10,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2460,2022-01-11,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2461,2022-01-12,-999,-999,-999,-999,"0,5",-999,-999,CASTELLÓ DE LA PLANA
2462,2022-01-13,-999,-999,-999,-999,"0,4",-999,-999,CASTELLÓ DE LA PLANA
2463,2022-01-14,-999,-999,-999,-999,"0,8",-999,-999,CASTELLÓ DE LA PLANA
2464,2022-01-15,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2465,2022-01-16,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2466,2022-01-17,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2467,2022-01-18,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2468,2022-01-19,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2469,2022-01-20,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2470,2022-01-21,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2471,2022-01-22,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2472,2022-01-23,-999,-999,-999,-999,"5,8",-999,-999,CASTELLÓ DE LA PLANA
2473,2022-01-24,-999,-999,-999,-999,"1,0",-999,-999,CASTELLÓ DE LA PLANA
2474,2022-01-25,-999,-999,-999,-999,"0,2",-999,-999,CASTELLÓ DE LA PLANA
2475,2022-01-26,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2476,2022-01-27,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2477,2022-01-28,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2478,2022-01-29,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2479,2022-01-30,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2480,2022-01-31,-999,-999,-999,-999,"0,0",-999,-999,CASTELLÓ DE LA PLANA
2481,2019-02-01,"15,8","11,3","20,3","5,2","0,8",-999,-999,JÁVEA/ XÀBIA
2482,2019-02-02,"13,2","9,4","17,1","8,3","0,0",-999,-999,JÁVEA/ XÀBIA
2483,2019-02-03,"10,8","7,3","14,4","9,0","0,0",-999,-999,JÁVEA/ XÀBIA
2484,2019-02-04,"8,7","1,2","16,2","9,6","0,0",-999,-999,JÁVEA/ XÀBIA
2485,2019-02-05,"11,4","2,2","20,6","9,7","0,0",-999,-999,JÁVEA/ XÀBIA
2486,2019-02-06,"12,8","4,3","21,2","9,7","0,0",-999,-999,JÁVEA/ XÀBIA
2487,2019-02-07,"13,4","4,5","22,4","9,2","0,0",-999,-999,JÁVEA/ XÀBIA
2488,2019-02-08,"11,4","4,1","18,7","9,5","0,0",-999,-999,JÁVEA/ XÀBIA
2489,2019-02-09,"13,0","5,9","20,2","9,7","0,2",-999,-999,JÁVEA/ XÀBIA
2490,2019-02-10,"13,2","4,6","21,9","8,3","0,0",-999,-999,JÁVEA/ XÀBIA
2491,2019-02-11,"11,0","4,6","17,4","4,4","0,0",-999,-999,JÁVEA/ XÀBIA
2492,2019-02-12,"9,7","2,4","17,0","9,7","0,0",-999,-999,JÁVEA/ XÀBIA
2493,2019-02-13,"9,5","2,0","17,0","9,8","0,0",-999,-999,JÁVEA/ XÀBIA
2494,2019-02-14,"11,0","6,2","15,9","6,4","0,0",-999,-999,JÁVEA/ XÀBIA
2495,2019-02-15,"11,4","7,2","15,7","5,1","0,0",-999,-999,JÁVEA/ XÀBIA
2496,2019-02-16,"11,5","6,7","16,3","9,1","0,0",-999,-999,JÁVEA/ XÀBIA
2497,2019-02-17,"11,4","6,4","16,4","4,4","0,0",-999,-999,JÁVEA/ XÀBIA
2498,2019-02-18,"10,8","4,2","17,3","9,4","0,0",-999,-999,JÁVEA/ XÀBIA
2499,2019-02-19,"12,2","7,7","16,7","7,5","0,0",-999,-999,JÁVEA/ XÀBIA
2500,2019-02-20,"11,2","5,2","17,1","9,9","0,0",-999,-999,JÁVEA/ XÀBIA
2501,2019-02-21,"9,8","2,7","16,8","10,0","0,0",-999,-999,JÁVEA/ XÀBIA
2502,2019-02-22,"12,0","2,1","21,8","10,2","0,0",-999,-999,JÁVEA/ XÀBIA
2503,2019-02-23,"11,7","4,1","19,3","10,1","0,0",-999,-999,JÁVEA/ XÀBIA
2504,2019-02-24,"12,0","6,8","17,3","7,3","0,0",-999,-999,JÁVEA/ XÀBIA
2505,2019-02-25,"10,8","2,8","18,9","10,2","0,0",-999,-999,JÁVEA/ XÀBIA
2506,2019-02-26,"12,4","2,8","22,1","10,3","0,0",-999,-999,JÁVEA/ XÀBIA
2507,2019-02-27,"12,6","2,6","22,6","10,2","0,0",-999,-999,JÁVEA/ XÀBIA
2508,2019-02-28,"13,9","4,3","23,5","10,2","0,0",-999,-999,JÁVEA/ XÀBIA
2509,2019-03-01,"12,8","4,5","21,1","10,0","0,0",-999,-999,JÁVEA/ XÀBIA
2510,2019-03-02,"15,2","8,1","22,3","9,8","0,0",-999,-999,JÁVEA/ XÀBIA
2511,2019-03-03,"15,2","5,5","25,0","10,1","0,0",-999,-999,JÁVEA/ XÀBIA
